Scenario,controls,covid,year,statistic,value
D.8,External,covid,5,rmse,14.655636556772505
D.8,External,nocovid,1,mean.abs.bias,2.8035612276784403
D.8,External,nocovid,1,abs.mean.bias,2.1534516068238516
D.8,External,nocovid,1,mean.bias,-2.1534516068238516
D.8,External,nocovid,1,sd,2.654258863402679
D.8,External,nocovid,1,rmse,3.415897211078812
D.8,External,nocovid,2,mean.abs.bias,4.672602046130747
D.8,External,nocovid,2,abs.mean.bias,3.5890860113730847
D.8,External,nocovid,2,mean.bias,-3.5890860113730847
D.8,External,nocovid,2,sd,4.423764772337804
D.8,External,nocovid,2,rmse,5.69316201846469
D.8,External,nocovid,3,mean.abs.bias,6.54164286458305
D.8,External,nocovid,3,abs.mean.bias,5.024720415922328
D.8,External,nocovid,3,mean.bias,-5.024720415922328
D.8,External,nocovid,3,sd,6.193270681272932
D.8,External,nocovid,3,rmse,7.970426825850578
D.8,External,nocovid,4,mean.abs.bias,8.410683683035346
D.8,External,nocovid,4,abs.mean.bias,6.4603548204715615
D.8,External,nocovid,4,mean.bias,-6.4603548204715615
D.8,External,nocovid,4,sd,7.9627765902080485
D.8,External,nocovid,4,rmse,10.24769163323645
D.8,External,nocovid,5,mean.abs.bias,10.279724501487642
D.8,External,nocovid,5,abs.mean.bias,7.895989225020803
D.8,External,nocovid,5,mean.bias,-7.895989225020803
D.8,External,nocovid,5,sd,9.732282499143167
D.8,External,nocovid,5,rmse,12.524956440622327
D.8,Internal,covid,1,mean.abs.bias,3.873416959381318
D.8,Internal,covid,1,abs.mean.bias,3.301327344382444
D.8,Internal,covid,1,mean.bias,-3.301327344382444
D.8,Internal,covid,1,sd,3.3349457298084246
D.8,Internal,covid,1,rmse,4.690243227114469
D.8,Internal,covid,2,mean.abs.bias,6.574296681873136
D.8,Internal,covid,2,abs.mean.bias,6.4479993742890125
D.8,Internal,covid,2,mean.bias,-6.4479993742890125
D.8,Internal,covid,2,sd,3.76992294241009
D.8,Internal,covid,2,rmse,7.467301405766211
D.8,Internal,covid,3,mean.abs.bias,8.916157405817293
D.8,Internal,covid,3,abs.mean.bias,8.829090855214282
D.8,Internal,covid,3,mean.bias,-8.829090855214282
D.8,Internal,covid,3,sd,4.542848326137206
D.8,Internal,covid,3,rmse,9.927186978297906
D.8,Internal,covid,4,mean.abs.bias,11.080282018709458
D.8,Internal,covid,4,abs.mean.bias,10.99331384006088
D.8,Internal,covid,4,mean.bias,-10.99331384006088
D.8,Internal,covid,4,sd,5.483518889299389
D.8,Internal,covid,4,rmse,12.28258078078702
D.8,Internal,covid,5,mean.abs.bias,13.164604425289497
D.8,Internal,covid,5,abs.mean.bias,13.067098946122268
D.8,Internal,covid,5,mean.bias,-13.067098946122268
D.8,Internal,covid,5,sd,6.494310883149925
D.8,Internal,covid,5,rmse,14.589064280037128
D.8,Internal,nocovid,1,mean.abs.bias,2.9472028390704055
D.8,Internal,nocovid,1,abs.mean.bias,2.8907319230346635
D.8,Internal,nocovid,1,mean.bias,-2.8907319230346635
D.8,Internal,nocovid,1,sd,1.6567106199012522
D.8,Internal,nocovid,1,rmse,3.3309956092419406
D.8,Internal,nocovid,2,mean.abs.bias,4.912004731784012
D.8,Internal,nocovid,2,abs.mean.bias,4.817886538391109
D.8,Internal,nocovid,2,mean.bias,-4.817886538391109
D.8,Internal,nocovid,2,sd,2.761184366502082
D.8,Internal,nocovid,2,rmse,5.551659348736568
D.8,Internal,nocovid,3,mean.abs.bias,6.876806624497614
D.8,Internal,nocovid,3,abs.mean.bias,6.745041153747547
D.8,Internal,nocovid,3,mean.bias,-6.745041153747547
D.8,Internal,nocovid,3,sd,3.865658113102911
D.8,Internal,nocovid,3,rmse,7.772323088231189
D.8,Internal,nocovid,4,mean.abs.bias,8.841608517211224
D.8,Internal,nocovid,4,abs.mean.bias,8.672195769103995
D.8,Internal,nocovid,4,mean.bias,-8.672195769103995
D.8,Internal,nocovid,4,sd,4.970131859703748
D.8,Internal,nocovid,4,rmse,9.992986827725822
D.8,Internal,nocovid,5,mean.abs.bias,10.806410409924824
D.8,Internal,nocovid,5,abs.mean.bias,10.599350384460434
D.8,Internal,nocovid,5,mean.bias,-10.599350384460434
D.8,Internal,nocovid,5,sd,6.074605606304576
D.8,Internal,nocovid,5,rmse,12.213650567220444
